card_id,account_id,customer_id,card_number_masked,card_type,network,issue_date,expiry_date,credit_limit,available_limit,card_status
CARD000202,ACC000110,CUST000472,XXXX-XXXX-XXXX-3068,Credit,RuPay,2020-08-30,2025-08-30,100000,65326.99,Blocked
CARD000203,ACC000111,CUST000479,XXXX-XXXX-XXXX-2644,Debit,Mastercard,2019-01-21,2024-01-21,0,0.0,Active
CARD000204,ACC000111,CUST000479,XXXX-XXXX-XXXX-7717,Credit,RuPay,2019-04-24,2024-04-24,500000,494628.34,Blocked
CARD000205,ACC000112,CUST000338,XXXX-XXXX-XXXX-8692,Debit,Mastercard,2024-06-08,2029-06-08,0,0.0,Active
CARD000206,ACC000112,CUST000338,XXXX-XXXX-XXXX-9742,Credit,Mastercard,2024-12-21,2029-12-21,500000,272557.17,Blocked
CARD000207,ACC000113,CUST000478,XXXX-XXXX-XXXX-8994,Debit,RuPay,2021-09-25,2026-09-25,0,0.0,Active
CARD000208,ACC000113,CUST000478,XXXX-XXXX-XXXX-4727,Credit,RuPay,2022-03-01,2027-03-01,50000,41783.04,Active
CARD000209,ACC000114,CUST000163,XXXX-XXXX-XXXX-2646,Debit,Mastercard,2023-04-14,2028-04-14,0,0.0,Active
CARD000210,ACC000114,CUST000163,XXXX-XXXX-XXXX-6314,Credit,Visa,2023-06-03,2028-06-03,200000,73520.63,Active
CARD000211,ACC000115,CUST000078,XXXX-XXXX-XXXX-8056,Debit,Visa,2024-08-30,2029-08-30,0,0.0,Active
CARD000212,ACC000115,CUST000078,XXXX-XXXX-XXXX-3785,Credit,Visa,2024-12-19,2029-12-19,500000,301925.18,Active
CARD000213,ACC000116,CUST000052,XXXX-XXXX-XXXX-7267,Debit,RuPay,2020-09-09,2025-09-09,0,0.0,Active
CARD000214,ACC000117,CUST000401,XXXX-XXXX-XXXX-3344,Debit,Visa,2023-07-02,2028-07-02,0,0.0,Active
CARD000215,ACC000117,CUST000401,XXXX-XXXX-XXXX-8622,Credit,Mastercard,2023-07-21,2028-07-21,200000,135660.13,Active
CARD000216,ACC000118,CUST000195,XXXX-XXXX-XXXX-2210,Debit,Mastercard,2024-06-26,2029-06-26,0,0.0,Active
CARD000217,ACC000118,CUST000195,XXXX-XXXX-XXXX-5097,Credit,Mastercard,2025-02-23,2030-02-23,200000,110548.58,Active
CARD000218,ACC000119,CUST000472,XXXX-XXXX-XXXX-7302,Debit,Mastercard,2020-01-12,2025-01-12,0,0.0,Active
CARD000219,ACC000119,CUST000472,XXXX-XXXX-XXXX-5847,Credit,RuPay,2020-11-25,2025-11-25,500000,299827.06,Active
CARD000220,ACC000120,CUST000052,XXXX-XXXX-XXXX-7484,Debit,Mastercard,2019-05-25,2024-05-25,0,0.0,Active
CARD000221,ACC000120,CUST000052,XXXX-XXXX-XXXX-5689,Credit,Visa,2020-02-07,2025-02-07,50000,18128.41,Active
CARD000222,ACC000121,CUST000221,XXXX-XXXX-XXXX-4588,Debit,RuPay,2021-01-18,2026-01-18,0,0.0,Active
CARD000223,ACC000121,CUST000221,XXXX-XXXX-XXXX-2591,Credit,RuPay,2021-04-17,2026-04-17,200000,105112.98,Active
CARD000224,ACC000122,CUST000350,XXXX-XXXX-XXXX-8222,Debit,Visa,2020-08-18,2025-08-18,0,0.0,Active
CARD000225,ACC000122,CUST000350,XXXX-XXXX-XXXX-6352,Credit,RuPay,2021-02-06,2026-02-06,100000,93690.66,Active
CARD000226,ACC000123,CUST000005,XXXX-XXXX-XXXX-3165,Debit,RuPay,2022-03-30,2027-03-30,0,0.0,Active
CARD000227,ACC000123,CUST000005,XXXX-XXXX-XXXX-3695,Credit,Mastercard,2022-09-09,2027-09-09,200000,125680.67,Active
CARD000228,ACC000124,CUST000301,XXXX-XXXX-XXXX-8894,Debit,Mastercard,2021-11-20,2026-11-20,0,0.0,Active
CARD000229,ACC000124,CUST000301,XXXX-XXXX-XXXX-2233,Credit,Visa,2022-07-17,2027-07-17,200000,87407.44,Active
CARD000230,ACC000125,CUST000248,XXXX-XXXX-XXXX-7511,Debit,RuPay,2023-01-17,2028-01-17,0,0.0,Active
CARD000231,ACC000125,CUST000248,XXXX-XXXX-XXXX-3024,Credit,Mastercard,2023-11-10,2028-11-10,500000,495128.47,Active
CARD000232,ACC000126,CUST000425,XXXX-XXXX-XXXX-5295,Debit,RuPay,2019-08-12,2024-08-12,0,0.0,Active
CARD000233,ACC000126,CUST000425,XXXX-XXXX-XXXX-8724,Credit,Visa,2019-12-16,2024-12-16,200000,184831.55,Active
CARD000234,ACC000127,CUST000398,XXXX-XXXX-XXXX-6374,Debit,RuPay,2023-01-13,2028-01-13,0,0.0,Active
CARD000235,ACC000127,CUST000398,XXXX-XXXX-XXXX-5951,Credit,RuPay,2023-09-07,2028-09-07,50000,27760.86,Active
CARD000236,ACC000128,CUST000370,XXXX-XXXX-XXXX-1742,Debit,Visa,2020-07-18,2025-07-18,0,0.0,Active
CARD000237,ACC000128,CUST000370,XXXX-XXXX-XXXX-9807,Credit,Visa,2020-12-11,2025-12-11,500000,459357.83,Active
CARD000238,ACC000129,CUST000226,XXXX-XXXX-XXXX-9850,Debit,Mastercard,2020-07-03,2025-07-03,0,0.0,Active
CARD000239,ACC000130,CUST000103,XXXX-XXXX-XXXX-3531,Debit,Mastercard,2023-03-02,2028-03-02,0,0.0,Active
CARD000240,ACC000130,CUST000103,XXXX-XXXX-XXXX-1536,Credit,RuPay,2023-07-30,2028-07-30,500000,284521.73,Active
CARD000241,ACC000131,CUST000468,XXXX-XXXX-XXXX-8285,Debit,Visa,2022-05-07,2027-05-07,0,0.0,Active
CARD000242,ACC000131,CUST000468,XXXX-XXXX-XXXX-9920,Credit,RuPay,2022-11-27,2027-11-27,50000,15667.53,Active
CARD000243,ACC000132,CUST000387,XXXX-XXXX-XXXX-5520,Debit,Visa,2023-06-28,2028-06-28,0,0.0,Blocked
CARD000244,ACC000132,CUST000387,XXXX-XXXX-XXXX-1349,Credit,Visa,2023-11-01,2028-11-01,500000,467914.3,Active
CARD000245,ACC000133,CUST000275,XXXX-XXXX-XXXX-3063,Debit,RuPay,2021-12-16,2026-12-16,0,0.0,Active
CARD000246,ACC000133,CUST000275,XXXX-XXXX-XXXX-6383,Credit,Visa,2022-05-07,2027-05-07,100000,58953.18,Active
CARD000247,ACC000134,CUST000346,XXXX-XXXX-XXXX-1046,Debit,Mastercard,2022-09-24,2027-09-24,0,0.0,Active
CARD000248,ACC000135,CUST000466,XXXX-XXXX-XXXX-3129,Debit,RuPay,2020-04-26,2025-04-26,0,0.0,Active
CARD000249,ACC000135,CUST000466,XXXX-XXXX-XXXX-3159,Credit,Visa,2020-06-04,2025-06-04,100000,92305.16,Active
CARD000250,ACC000136,CUST000060,XXXX-XXXX-XXXX-4898,Debit,RuPay,2020-08-03,2025-08-03,0,0.0,Active
CARD000251,ACC000136,CUST000060,XXXX-XXXX-XXXX-7897,Credit,RuPay,2020-10-11,2025-10-11,100000,81424.27,Active
CARD000252,ACC000137,CUST000485,XXXX-XXXX-XXXX-8802,Debit,Mastercard,2020-09-26,2025-09-26,0,0.0,Active
CARD000253,ACC000137,CUST000485,XXXX-XXXX-XXXX-1710,Credit,RuPay,2021-02-14,2026-02-14,50000,34179.81,Active
CARD000254,ACC000138,CUST000481,XXXX-XXXX-XXXX-9543,Debit,Mastercard,2023-03-25,2028-03-25,0,0.0,Active
CARD000255,ACC000139,CUST000051,XXXX-XXXX-XXXX-1510,Debit,Visa,2023-02-08,2028-02-08,0,0.0,Expired
CARD000256,ACC000139,CUST000051,XXXX-XXXX-XXXX-9032,Credit,RuPay,2023-04-04,2028-04-04,500000,350804.23,Active
CARD000257,ACC000140,CUST000435,XXXX-XXXX-XXXX-2323,Debit,Mastercard,2021-05-20,2026-05-20,0,0.0,Active
CARD000258,ACC000140,CUST000435,XXXX-XXXX-XXXX-9984,Credit,RuPay,2022-05-02,2027-05-02,50000,45583.29,Active
CARD000259,ACC000141,CUST000065,XXXX-XXXX-XXXX-9692,Debit,Mastercard,2021-05-17,2026-05-17,0,0.0,Active
CARD000260,ACC000141,CUST000065,XXXX-XXXX-XXXX-4522,Credit,Mastercard,2021-07-25,2026-07-25,500000,465287.54,Active
CARD000261,ACC000142,CUST000076,XXXX-XXXX-XXXX-7779,Debit,Mastercard,2022-02-16,2027-02-16,0,0.0,Active
CARD000262,ACC000142,CUST000076,XXXX-XXXX-XXXX-6120,Credit,Mastercard,2022-04-28,2027-04-28,500000,354403.62,Active
CARD000263,ACC000143,CUST000057,XXXX-XXXX-XXXX-7132,Debit,Visa,2019-03-10,2024-03-10,0,0.0,Active
CARD000264,ACC000143,CUST000057,XXXX-XXXX-XXXX-2527,Credit,Mastercard,2019-05-14,2024-05-14,500000,476503.34,Active
CARD000265,ACC000144,CUST000090,XXXX-XXXX-XXXX-7105,Debit,Visa,2023-10-14,2028-10-14,0,0.0,Active
CARD000266,ACC000144,CUST000090,XXXX-XXXX-XXXX-6793,Credit,RuPay,2024-05-18,2029-05-18,200000,106198.14,Blocked
CARD000267,ACC000145,CUST000186,XXXX-XXXX-XXXX-1842,Debit,Mastercard,2024-09-07,2029-09-07,0,0.0,Active
CARD000268,ACC000145,CUST000186,XXXX-XXXX-XXXX-4485,Credit,Visa,2025-06-10,2030-06-10,200000,185495.92,Active
CARD000269,ACC000146,CUST000444,XXXX-XXXX-XXXX-2773,Debit,Mastercard,2019-05-15,2024-05-15,0,0.0,Active
CARD000270,ACC000146,CUST000444,XXXX-XXXX-XXXX-4705,Credit,Mastercard,2019-10-27,2024-10-27,200000,183916.06,Active
CARD000271,ACC000147,CUST000056,XXXX-XXXX-XXXX-1430,Debit,RuPay,2019-11-22,2024-11-22,0,0.0,Active
CARD000272,ACC000147,CUST000056,XXXX-XXXX-XXXX-6062,Credit,Mastercard,2020-04-15,2025-04-15,200000,195946.55,Active
CARD000273,ACC000148,CUST000320,XXXX-XXXX-XXXX-3347,Debit,RuPay,2022-08-29,2027-08-29,0,0.0,Active
CARD000274,ACC000148,CUST000320,XXXX-XXXX-XXXX-1502,Credit,Visa,2023-08-13,2028-08-13,50000,45034.39,Active
CARD000275,ACC000149,CUST000310,XXXX-XXXX-XXXX-7163,Debit,Mastercard,2020-04-19,2025-04-19,0,0.0,Active
CARD000276,ACC000149,CUST000310,XXXX-XXXX-XXXX-2391,Credit,Visa,2020-10-26,2025-10-26,100000,74096.28,Active
CARD000277,ACC000150,CUST000117,XXXX-XXXX-XXXX-1815,Debit,RuPay,2023-07-16,2028-07-16,0,0.0,Active
CARD000278,ACC000150,CUST000117,XXXX-XXXX-XXXX-8242,Credit,Mastercard,2024-03-26,2029-03-26,500000,268321.46,Active
CARD000279,ACC000151,CUST000131,XXXX-XXXX-XXXX-9394,Debit,Visa,2024-05-20,2029-05-20,0,0.0,Active
CARD000280,ACC000151,CUST000131,XXXX-XXXX-XXXX-8972,Credit,RuPay,2025-03-25,2030-03-25,50000,40086.37,Active
CARD000281,ACC000152,CUST000382,XXXX-XXXX-XXXX-4612,Debit,Mastercard,2019-09-04,2024-09-04,0,0.0,Expired
CARD000282,ACC000152,CUST000382,XXXX-XXXX-XXXX-4460,Credit,Visa,2020-03-05,2025-03-05,50000,49730.95,Active
CARD000283,ACC000153,CUST000211,XXXX-XXXX-XXXX-6375,Debit,Visa,2023-10-08,2028-10-08,0,0.0,Active
CARD000284,ACC000153,CUST000211,XXXX-XXXX-XXXX-9725,Credit,RuPay,2024-05-10,2029-05-10,500000,438506.82,Active
CARD000285,ACC000154,CUST000296,XXXX-XXXX-XXXX-6802,Debit,Visa,2024-06-15,2029-06-15,0,0.0,Active
CARD000286,ACC000154,CUST000296,XXXX-XXXX-XXXX-2275,Credit,Mastercard,2025-02-18,2030-02-18,50000,34732.31,Active
CARD000287,ACC000155,CUST000059,XXXX-XXXX-XXXX-7626,Debit,RuPay,2023-11-11,2028-11-11,0,0.0,Active
CARD000288,ACC000155,CUST000059,XXXX-XXXX-XXXX-6321,Credit,Visa,2023-12-03,2028-12-03,200000,183875.73,Active
CARD000289,ACC000156,CUST000330,XXXX-XXXX-XXXX-8538,Debit,RuPay,2022-01-19,2027-01-19,0,0.0,Active
CARD000290,ACC000156,CUST000330,XXXX-XXXX-XXXX-4986,Credit,Mastercard,2022-03-25,2027-03-25,50000,34715.09,Active
CARD000291,ACC000157,CUST000174,XXXX-XXXX-XXXX-2288,Debit,Mastercard,2020-08-25,2025-08-25,0,0.0,Active
CARD000292,ACC000157,CUST000174,XXXX-XXXX-XXXX-2251,Credit,RuPay,2020-12-03,2025-12-03,200000,168979.91,Active
CARD000293,ACC000158,CUST000498,XXXX-XXXX-XXXX-9355,Debit,Visa,2021-06-16,2026-06-16,0,0.0,Active
CARD000294,ACC000158,CUST000498,XXXX-XXXX-XXXX-3419,Credit,Visa,2022-05-26,2027-05-26,200000,150846.04,Active
CARD000295,ACC000159,CUST000370,XXXX-XXXX-XXXX-4232,Debit,Visa,2019-12-22,2024-12-22,0,0.0,Active
CARD000296,ACC000159,CUST000370,XXXX-XXXX-XXXX-9095,Credit,Mastercard,2020-11-29,2025-11-29,50000,43799.89,Active
CARD000297,ACC000160,CUST000042,XXXX-XXXX-XXXX-8354,Debit,RuPay,2024-07-06,2029-07-06,0,0.0,Active
CARD000298,ACC000160,CUST000042,XXXX-XXXX-XXXX-6179,Credit,Visa,2025-05-29,2030-05-29,200000,79005.44,Active
CARD000299,ACC000161,CUST000059,XXXX-XXXX-XXXX-8245,Debit,RuPay,2024-07-01,2029-07-01,0,0.0,Active
CARD000300,ACC000161,CUST000059,XXXX-XXXX-XXXX-9312,Credit,Visa,2025-01-12,2030-01-12,200000,117201.23,Active
CARD000301,ACC000162,CUST000307,XXXX-XXXX-XXXX-1616,Debit,Visa,2021-05-29,2026-05-29,0,0.0,Active
CARD000302,ACC000163,CUST000255,XXXX-XXXX-XXXX-2257,Debit,RuPay,2023-04-16,2028-04-16,0,0.0,Active
CARD000303,ACC000163,CUST000255,XXXX-XXXX-XXXX-7299,Credit,Mastercard,2024-01-21,2029-01-21,50000,28474.71,Active
CARD000304,ACC000164,CUST000413,XXXX-XXXX-XXXX-1672,Debit,Mastercard,2019-07-23,2024-07-23,0,0.0,Active
CARD000305,ACC000165,CUST000295,XXXX-XXXX-XXXX-4084,Debit,Mastercard,2023-09-25,2028-09-25,0,0.0,Active
CARD000306,ACC000165,CUST000295,XXXX-XXXX-XXXX-2695,Credit,Mastercard,2024-05-24,2029-05-24,100000,32959.43,Expired
CARD000307,ACC000166,CUST000411,XXXX-XXXX-XXXX-9266,Debit,RuPay,2023-01-24,2028-01-24,0,0.0,Active
CARD000308,ACC000166,CUST000411,XXXX-XXXX-XXXX-9586,Credit,RuPay,2023-10-03,2028-10-03,100000,50466.48,Active
CARD000309,ACC000167,CUST000206,XXXX-XXXX-XXXX-7108,Debit,Mastercard,2022-07-05,2027-07-05,0,0.0,Active
CARD000310,ACC000167,CUST000206,XXXX-XXXX-XXXX-6482,Credit,Visa,2022-08-19,2027-08-19,200000,104954.32,Active
CARD000311,ACC000168,CUST000325,XXXX-XXXX-XXXX-7333,Debit,Mastercard,2022-12-19,2027-12-19,0,0.0,Active
CARD000312,ACC000168,CUST000325,XXXX-XXXX-XXXX-3317,Credit,Mastercard,2023-10-26,2028-10-26,100000,76664.66,Active
CARD000313,ACC000169,CUST000121,XXXX-XXXX-XXXX-7421,Debit,Visa,2020-12-31,2025-12-31,0,0.0,Active
CARD000314,ACC000170,CUST000488,XXXX-XXXX-XXXX-2388,Debit,Mastercard,2024-02-12,2029-02-12,0,0.0,Active
CARD000315,ACC000171,CUST000498,XXXX-XXXX-XXXX-6381,Debit,Visa,2019-10-27,2024-10-27,0,0.0,Active
CARD000316,ACC000171,CUST000498,XXXX-XXXX-XXXX-9331,Credit,Mastercard,2020-06-09,2025-06-09,50000,27389.13,Active
CARD000317,ACC000172,CUST000029,XXXX-XXXX-XXXX-3953,Debit,Visa,2024-03-15,2029-03-15,0,0.0,Active
CARD000318,ACC000172,CUST000029,XXXX-XXXX-XXXX-3538,Credit,Visa,2024-06-14,2029-06-14,500000,432798.17,Active
CARD000319,ACC000173,CUST000331,XXXX-XXXX-XXXX-2657,Debit,RuPay,2024-10-02,2029-10-02,0,0.0,Active
CARD000320,ACC000173,CUST000331,XXXX-XXXX-XXXX-3147,Credit,RuPay,2025-08-19,2030-08-19,50000,26832.48,Active
CARD000321,ACC000174,CUST000459,XXXX-XXXX-XXXX-3962,Debit,RuPay,2021-02-15,2026-02-15,0,0.0,Active
CARD000322,ACC000174,CUST000459,XXXX-XXXX-XXXX-7731,Credit,Mastercard,2021-04-03,2026-04-03,100000,49517.19,Active
CARD000323,ACC000175,CUST000231,XXXX-XXXX-XXXX-8277,Debit,RuPay,2022-11-14,2027-11-14,0,0.0,Active
CARD000324,ACC000175,CUST000231,XXXX-XXXX-XXXX-6070,Credit,Mastercard,2023-04-08,2028-04-08,500000,418098.97,Active
CARD000325,ACC000176,CUST000225,XXXX-XXXX-XXXX-7026,Debit,RuPay,2020-10-18,2025-10-18,0,0.0,Active
CARD000326,ACC000176,CUST000225,XXXX-XXXX-XXXX-7256,Credit,RuPay,2021-04-04,2026-04-04,500000,338412.01,Active
CARD000327,ACC000177,CUST000174,XXXX-XXXX-XXXX-3655,Debit,Visa,2022-11-01,2027-11-01,0,0.0,Active
CARD000328,ACC000177,CUST000174,XXXX-XXXX-XXXX-8873,Credit,Mastercard,2022-11-27,2027-11-27,100000,38889.87,Active
CARD000329,ACC000178,CUST000130,XXXX-XXXX-XXXX-9452,Debit,Visa,2020-09-10,2025-09-10,0,0.0,Active
CARD000330,ACC000178,CUST000130,XXXX-XXXX-XXXX-3414,Credit,Mastercard,2021-06-26,2026-06-26,100000,80904.61,Active
CARD000331,ACC000179,CUST000159,XXXX-XXXX-XXXX-4637,Debit,Mastercard,2023-06-23,2028-06-23,0,0.0,Active
CARD000332,ACC000180,CUST000193,XXXX-XXXX-XXXX-1436,Debit,Mastercard,2020-07-06,2025-07-06,0,0.0,Active
CARD000333,ACC000180,CUST000193,XXXX-XXXX-XXXX-7142,Credit,Visa,2020-08-17,2025-08-17,200000,166991.07,Active
CARD000334,ACC000181,CUST000010,XXXX-XXXX-XXXX-2623,Debit,RuPay,2021-06-25,2026-06-25,0,0.0,Active
CARD000335,ACC000181,CUST000010,XXXX-XXXX-XXXX-8740,Credit,RuPay,2021-11-19,2026-11-19,100000,90368.03,Active
CARD000336,ACC000182,CUST000071,XXXX-XXXX-XXXX-8685,Debit,Mastercard,2020-03-14,2025-03-14,0,0.0,Active
CARD000337,ACC000182,CUST000071,XXXX-XXXX-XXXX-3449,Credit,RuPay,2020-07-08,2025-07-08,50000,49334.86,Blocked
CARD000338,ACC000183,CUST000020,XXXX-XXXX-XXXX-9647,Debit,Mastercard,2020-07-09,2025-07-09,0,0.0,Active
CARD000339,ACC000183,CUST000020,XXXX-XXXX-XXXX-1782,Credit,Visa,2020-09-20,2025-09-20,200000,166730.37,Active
CARD000340,ACC000184,CUST000395,XXXX-XXXX-XXXX-8489,Debit,Visa,2023-12-23,2028-12-23,0,0.0,Active
CARD000341,ACC000184,CUST000395,XXXX-XXXX-XXXX-9443,Credit,RuPay,2024-01-05,2029-01-05,500000,291141.34,Active
CARD000342,ACC000185,CUST000228,XXXX-XXXX-XXXX-5772,Debit,Mastercard,2024-01-17,2029-01-17,0,0.0,Active
CARD000343,ACC000185,CUST000228,XXXX-XXXX-XXXX-4068,Credit,RuPay,2024-09-12,2029-09-12,200000,166321.01,Active
CARD000344,ACC000186,CUST000241,XXXX-XXXX-XXXX-6908,Debit,Visa,2023-12-26,2028-12-26,0,0.0,Blocked
CARD000345,ACC000186,CUST000241,XXXX-XXXX-XXXX-1713,Credit,RuPay,2024-09-05,2029-09-05,50000,36334.12,Active
CARD000346,ACC000187,CUST000215,XXXX-XXXX-XXXX-5155,Debit,RuPay,2020-07-31,2025-07-31,0,0.0,Active
CARD000347,ACC000187,CUST000215,XXXX-XXXX-XXXX-2698,Credit,RuPay,2021-07-06,2026-07-06,50000,37931.91,Active
CARD000348,ACC000188,CUST000479,XXXX-XXXX-XXXX-3185,Debit,Visa,2020-06-04,2025-06-04,0,0.0,Active
CARD000349,ACC000188,CUST000479,XXXX-XXXX-XXXX-8612,Credit,RuPay,2020-09-21,2025-09-21,200000,86108.76,Active
CARD000350,ACC000189,CUST000263,XXXX-XXXX-XXXX-3209,Debit,Visa,2021-07-03,2026-07-03,0,0.0,Active
CARD000351,ACC000190,CUST000203,XXXX-XXXX-XXXX-8498,Debit,Visa,2019-12-31,2024-12-31,0,0.0,Active
CARD000352,ACC000190,CUST000203,XXXX-XXXX-XXXX-6170,Credit,Mastercard,2020-01-21,2025-01-21,50000,22311.18,Active
CARD000353,ACC000191,CUST000366,XXXX-XXXX-XXXX-9897,Debit,Mastercard,2020-08-12,2025-08-12,0,0.0,Active
CARD000354,ACC000191,CUST000366,XXXX-XXXX-XXXX-6438,Credit,Mastercard,2020-09-09,2025-09-09,100000,79972.24,Active
CARD000355,ACC000192,CUST000072,XXXX-XXXX-XXXX-8159,Debit,Mastercard,2019-02-02,2024-02-02,0,0.0,Active
CARD000356,ACC000192,CUST000072,XXXX-XXXX-XXXX-9129,Credit,RuPay,2019-05-27,2024-05-27,500000,381337.18,Active
CARD000357,ACC000193,CUST000482,XXXX-XXXX-XXXX-9507,Debit,Mastercard,2020-04-29,2025-04-29,0,0.0,Active
CARD000358,ACC000193,CUST000482,XXXX-XXXX-XXXX-3956,Credit,RuPay,2021-03-04,2026-03-04,500000,472375.55,Active
CARD000359,ACC000194,CUST000328,XXXX-XXXX-XXXX-2311,Debit,Mastercard,2020-04-02,2025-04-02,0,0.0,Active
CARD000360,ACC000194,CUST000328,XXXX-XXXX-XXXX-3730,Credit,RuPay,2020-12-03,2025-12-03,200000,137571.79,Active
CARD000361,ACC000195,CUST000124,XXXX-XXXX-XXXX-1693,Debit,RuPay,2019-01-21,2024-01-21,0,0.0,Active
CARD000362,ACC000195,CUST000124,XXXX-XXXX-XXXX-5498,Credit,RuPay,2019-09-16,2024-09-16,200000,113920.79,Expired
CARD000363,ACC000196,CUST000343,XXXX-XXXX-XXXX-1939,Debit,Visa,2019-11-04,2024-11-04,0,0.0,Active
CARD000364,ACC000196,CUST000343,XXXX-XXXX-XXXX-1510,Credit,Visa,2020-01-24,2025-01-24,500000,372841.1,Active
CARD000365,ACC000197,CUST000011,XXXX-XXXX-XXXX-8179,Debit,Visa,2023-05-25,2028-05-25,0,0.0,Active
CARD000366,ACC000197,CUST000011,XXXX-XXXX-XXXX-6933,Credit,Mastercard,2023-12-07,2028-12-07,100000,45503.92,Blocked
CARD000367,ACC000198,CUST000177,XXXX-XXXX-XXXX-3513,Debit,RuPay,2020-03-01,2025-03-01,0,0.0,Active
CARD000368,ACC000198,CUST000177,XXXX-XXXX-XXXX-3255,Credit,RuPay,2020-05-08,2025-05-08,200000,147918.13,Active
CARD000369,ACC000199,CUST000280,XXXX-XXXX-XXXX-5566,Debit,Visa,2024-03-28,2029-03-28,0,0.0,Blocked
CARD000370,ACC000199,CUST000280,XXXX-XXXX-XXXX-9482,Credit,Mastercard,2024-12-28,2029-12-28,50000,24251.38,Active
CARD000371,ACC000200,CUST000398,XXXX-XXXX-XXXX-5288,Debit,Mastercard,2021-04-08,2026-04-08,0,0.0,Active
CARD000372,ACC000200,CUST000398,XXXX-XXXX-XXXX-9047,Credit,Visa,2021-09-28,2026-09-28,100000,30254.44,Active
CARD000373,ACC000201,CUST000159,XXXX-XXXX-XXXX-2213,Debit,Mastercard,2024-05-20,2029-05-20,0,0.0,Active
CARD000374,ACC000201,CUST000159,XXXX-XXXX-XXXX-6692,Credit,RuPay,2024-11-02,2029-11-02,500000,150958.16,Active
CARD000375,ACC000202,CUST000442,XXXX-XXXX-XXXX-5757,Debit,Mastercard,2022-10-08,2027-10-08,0,0.0,Active
CARD000376,ACC000202,CUST000442,XXXX-XXXX-XXXX-4673,Credit,Visa,2023-07-08,2028-07-08,100000,44441.25,Expired
CARD000377,ACC000203,CUST000381,XXXX-XXXX-XXXX-3275,Debit,Visa,2022-11-14,2027-11-14,0,0.0,Active
CARD000378,ACC000203,CUST000381,XXXX-XXXX-XXXX-7044,Credit,Mastercard,2023-09-08,2028-09-08,50000,37368.62,Active
CARD000379,ACC000204,CUST000266,XXXX-XXXX-XXXX-3126,Debit,RuPay,2023-10-22,2028-10-22,0,0.0,Active
CARD000380,ACC000205,CUST000151,XXXX-XXXX-XXXX-6067,Debit,Mastercard,2022-04-27,2027-04-27,0,0.0,Expired
CARD000381,ACC000205,CUST000151,XXXX-XXXX-XXXX-2208,Credit,Visa,2022-12-20,2027-12-20,500000,316006.52,Blocked
CARD000382,ACC000206,CUST000228,XXXX-XXXX-XXXX-2215,Debit,Mastercard,2023-01-04,2028-01-04,0,0.0,Active
CARD000383,ACC000206,CUST000228,XXXX-XXXX-XXXX-3981,Credit,Visa,2023-10-23,2028-10-23,200000,182033.15,Active
CARD000384,ACC000207,CUST000486,XXXX-XXXX-XXXX-1907,Debit,Visa,2023-08-20,2028-08-20,0,0.0,Active
CARD000385,ACC000207,CUST000486,XXXX-XXXX-XXXX-4694,Credit,Mastercard,2024-02-02,2029-02-02,200000,176948.01,Blocked
CARD000386,ACC000208,CUST000016,XXXX-XXXX-XXXX-5653,Debit,Visa,2023-12-16,2028-12-16,0,0.0,Active
CARD000387,ACC000208,CUST000016,XXXX-XXXX-XXXX-9740,Credit,Visa,2024-06-02,2029-06-02,200000,182476.16,Active
CARD000388,ACC000209,CUST000186,XXXX-XXXX-XXXX-3526,Debit,Visa,2020-09-25,2025-09-25,0,0.0,Active
CARD000389,ACC000209,CUST000186,XXXX-XXXX-XXXX-1674,Credit,Visa,2021-08-04,2026-08-04,200000,82045.8,Active
CARD000390,ACC000210,CUST000294,XXXX-XXXX-XXXX-5336,Debit,RuPay,2022-08-10,2027-08-10,0,0.0,Active
CARD000391,ACC000210,CUST000294,XXXX-XXXX-XXXX-9159,Credit,RuPay,2022-08-25,2027-08-25,500000,283662.05,Active
CARD000392,ACC000211,CUST000256,XXXX-XXXX-XXXX-5949,Debit,Mastercard,2020-05-17,2025-05-17,0,0.0,Active
CARD000393,ACC000211,CUST000256,XXXX-XXXX-XXXX-1981,Credit,Visa,2020-07-03,2025-07-03,500000,395898.14,Active
CARD000394,ACC000212,CUST000314,XXXX-XXXX-XXXX-8609,Debit,Visa,2024-07-19,2029-07-19,0,0.0,Active
CARD000395,ACC000212,CUST000314,XXXX-XXXX-XXXX-6658,Credit,Mastercard,2025-01-13,2030-01-13,100000,78119.23,Active
CARD000396,ACC000213,CUST000461,XXXX-XXXX-XXXX-9437,Debit,RuPay,2022-08-13,2027-08-13,0,0.0,Active
CARD000397,ACC000213,CUST000461,XXXX-XXXX-XXXX-8366,Credit,Visa,2023-01-15,2028-01-15,100000,67346.92,Active
CARD000398,ACC000214,CUST000154,XXXX-XXXX-XXXX-5754,Debit,Mastercard,2020-12-15,2025-12-15,0,0.0,Active
CARD000399,ACC000214,CUST000154,XXXX-XXXX-XXXX-6364,Credit,RuPay,2021-04-04,2026-04-04,500000,413105.4,Active
CARD000400,ACC000215,CUST000072,XXXX-XXXX-XXXX-3610,Debit,Mastercard,2023-01-24,2028-01-24,0,0.0,Expired
CARD000401,ACC000215,CUST000072,XXXX-XXXX-XXXX-9148,Credit,Visa,2023-07-24,2028-07-24,500000,325434.1,Active
CARD000402,ACC000216,CUST000067,XXXX-XXXX-XXXX-9281,Debit,Mastercard,2022-07-02,2027-07-02,0,0.0,Blocked
